Identifier,Comments,SubTask1,SubTask2
6247,"Feminism ko Gali Dene walon tumko Aadmi ne paida kiya hai kya ? & Tumko Ye Bhi Pata Nahi Hoga Ki Tumhari Maa Ko Khane Me Kya Pasand , aur chale aye Feminism ko Gali dene",Neutral,None
10276,अफसोस लोग नियत नहीं हुलिया देख कर शख्सियत का अंदाजा लगाते है ।😔,Neutral,None
1484,Sir last me pls best possible solutions bhi bataya kariye 😊,Neutral,None
3700,Ledy ko bhi to sja milni chahiye n,Neutral,None
1269,"Finally koi toi hai jo hamarai ...hamari barai mai sochta hai....... chalo bahi ab womens situations in india ,koi toi background Problems ko lakar Aaya hai 😭😭",Neutral,None
282,O S dikkat rakho dost app jaisa kuch ki dikkat mai samaj nai pata apko kasmir Hindus pa dikkat nai par gujrati muslims pa hai halaki dikkat apko 2no ma honi chiya,Neutral,None
248,Phle apni behno ko rok jo partiyon m thukwati h,Neutral,None
6960,kisna kaha Mai khud gujrat Mai rhti hu and I know gujrat Mai bhi koi bhi girl Itne time ko akala nhi Ghum ti ha 😒,Neutral,None
1801,but aapne caste par naz hona chahiye,Neutral,None
2330,"Ya, hmlog ko bachapan s hi btaya jata h ki m ladki hu. & m ye change krungi m apne bacho ko bataungi hi ni ki aap girl ho ya boy ho. Aap equal ho, insan ho. 😊",Optimistic,Suggestion
8480,Bhai Ladkiya ky Kam Hai Jo 12:30 ya 01:00 o bhar niklenge ladki ghar me rehna chaye us time ko,Neutral,None
6558,Mam apko aklele nhi jana chiye tha apko bhot sare apne staff ke ladko ko leke jana chiye tha,Neutral,None
4382,Sharam aani chahiye unn logo ko jo acid attack karte hai agli baar karne se phele apni maa ya behan ke baare mai sochna aagar koi unke sath aesa kare tab kya karoge batao abh....jinke sath aap log karte ho ye acid attack sabhse phele sochna ki woh bhi kisi ki behan ya beti hai.....,Optimistic,Suggestion
1802,PEHLE BHI RAJPUTO ME AURATO KA BAHUT SAMMAN THA ... KYA AAP BHUL GAYI KI RANI KA SWAYAMVAR HOTA THA JISME WO APNI MARZI KA RAJA CHUN SAKE PURA FREEDOM THA PEHLE BHI AAJ BHI HAI ..... AAJ KE TIME ME UTNA RESPECT NHI HAI LADKIO KA JITNE PURANE TIME ME HOTA THA 🙁,Neutral,None
7954,salam medam aapko namsakar ram ram rajat ji sharma ji ko mera ram ram khas he aapke ripotar,Neutral,None
3452,Inki aavaj sach me bohot sundar hai,Optimistic,None
7696,Peeche car Wala ladka kuch bol Kyu Ni raha h jbki sb dekh raha h 9:29,Neutral,None
3964,1.3k dislikes why Kya sabhi dislikers attaker ke reshtedar hai,Neutral,None
1627,48% - female hai 52% - male hai LGBTQ kyu ignore kiya homophobic idiot,Pessimistic,Offensive
458,​@willpower motivation kyu men ka saatha nahi ho sakta?,Neutral,None
4426,Mam aap bahut brave Ho aap Jaisi aurat ko salute karna padega 👌🏻😘😘,Optimistic,None
6226,Jab ladkiyo se kaha jata hai tum apna style ya pahanava theek karo to kahti hain apni soch badlo.......par khud accept nahi karti,Neutral,None
3775,Allah sabko I se acid attack se bachade...😊,Neutral,None
10049,Yahe h india yaha sb ek dusre ko bole ge pr sudhre ga koe ni Arab country me to galaa kaat dea jata aise krne pr india me v ye law apply krdena chahea fr dekhte h kon krta h.,Optimistic,Suggestion
5205,Dhruv ke bolne se koi logic andh bhakt logic nehi ho jata hain.,Neutral,None
4848,Yaar koi kuch nahi Kat sakta hai hum bhi nahi 2024 to bjp hi jitegi belive it or not sadly,Neutral,None
6644,tum ha phala un ladko ko unki limit bata ni chahiya na ki girls ko understand from haryana,Neutral,None
8577,Help me chillao ya lift mango fr nhi aayenge tb realty pta chlegi..,Neutral,None
7664,stone se maroge to rape hi nahi hoga,Optimistic,None
2647,Bhai sab kuch shi kaha lekin mahan logo ke naam me Gandhi ka naam galat liya,Neutral,None
4652,Yaha to sab pankh karne hi wala taiyar ho jata h sapno ko Uran 100% me only 5% aadmi hi deta h😘😘,Neutral,None
8815,BS Delhi m yahi Dikkat hai pollice Ki duty harr Jagah ho Km s km Gunde A Toh Dekhenge koi pollice hai qki Road m koi to hai womens ki ijjat Raat m nai hoti.esliye Delhi seff nai hai..esliye bs Mumbai chanai no 1 hai.Rispect women.,Pessimistic,Criticism
1919,Kuch kutte kamina logon ki vajah se aap aise pure India Pura per aise Insan nahin Laga sakte India ki rape and crime sa kai jyada developed country ka rape crime rate hai chech it. Jay Hind Bharat mata ki Jay.,Pessimistic,Offensive
7164,Raat me ladki akele kyu bahar ha.... Kon bataye ga.....,Neutral,None
3937,Glti kya hoti hai girls bs yhi ki mns kr do or ese time pr star bhut km girls hi hopayngi ki wo apne parantu se ye baat share kreain,Neutral,None
11398,Rape aropi pakada to jayega 😁 bharat me to pedita ko he jala diya jata hai,Pessimistic,Criticism
6013,Dhruv rathee सर आप देश मे 2010 मे से 2018 तक हुई दंगलो के बारेमे जानकारी बताओ.,Neutral,None
1608,Line should be Real for our constitution [ Girls == Boys] but this is not reality ... Girls are taking advantage of their Laws to Take revenge from anyone 😒 .... Ab bolo Girls == Boys .... Ladki gaand maar kr nikal legi ... Lekin ladka kuch nhi kr pyega kyu ke system me Girls are weak ... Fir ye human mentality ka he result h kya bas ...... Kashh sach me [ Girls ==. BOYS ] HOTA,Pessimistic,Criticism
6775,Jis Din India mein ladkiyon ki respect acchi tarike se Hogi use di n India Puri tarike se badle Lega,Optimistic,Suggestion
4120,Wahi tota hai jo manjure Khuda hota hai. Sister aap bahut Khubsurat ho,Neutral,None
5840,Aman kumar sahi pakde Bhai ye congress ka aadmi hai jisko emergency ka time bohot pasand hai jisme aam aadmi ko jail me bharke marte the congress k khilaf bolnewale ko,Neutral,None
10586,😂😂 gender equality kaha gayi wo khud krlegi,Pessimistic,Criticism
10008,ladkiyan safe Nahi Hai Yeh Baat To sabit Ho Gayi na police Hai Saath Dene Ke Liye Na Koi Aam Aadmi ladkiyan please apni safety Apne Haathon Mein Hai be strong Har Woh Cheez Ke Liye Ladai Kijiye jo aapko galat lagta hai stand Lijiye Apne Aap Ki Izzat ke liye ladkiyan be strong react finally girl should react Har Jagah zaroori nahi ki police Ho Sath ya Maa Baap ya family ka koi bhi member Ho ladkiya Akele sab kuch kar sakti hai Lad sakti hai please Jaha pe jo Buri cheez Lage wahan pe action Lijiye Aise Logon Ko Raste Mein Nikal Ke marhiya 4 logo ko yeh Pata Chale ki ladkiyan abhi khud faisla legi apni ezath k liy chalo girls are bhi waqt hai Logon Ko Dikhane Ka Ye Faisla k ab Police ya Duniya Wale Nahi Hum Khud faisla Karenge in jaise haramiyou ka..🔪🔪🔪 Ek Ladki Ek Ladki Ki madad karegi tho 10 ladkiyan sath degi our usko dek 100 ladkiyan Aise Karke Aurat Apna Ek Wajood Bana sakti hai come on girls it's time to react,Optimistic,Suggestion
3358,1 no sahi kaha sir aisa soch puri duniya ka hona chahiye,Pessimistic,Criticism
6358,Oh pedigree Media aisi ground bjp state mein bhi karo na,Neutral,None
11170,Kyoki india me bhut sare case samne aate hi nhi hai....aur n hi police station me registered hote hai,Pessimistic,Criticism
1705,"Barabar bola both are equal dono ko apne mann ka karna chahiye not by forced by ourself, agar aap ki tarah aur log ka aisa nazariya ho toh future of humans is bright✨✨",Optimistic,Suggestion
1775,Ihi log he jo larkio ko age nhi barhne deti jinhone apki vidio ko dislike kia he warna itni acchi bat or wo bhi larkio ke lie or use like se jayada dislikes mile dup ke marna chahiye in logo ko,Neutral,None
5497,Thomas reuters nahin piddi bhakt; Thomson reuters hain.,Neutral,None
9565,Police sab ke sab ch*******hai. aur unn jaisa insaano ko toh chor na nahi hai. f********g modi sarkar is sleeping.,Pessimistic,Offensive
1771,tupid cupcake jawab dene ki himmat hai ..........samajh nahi ayi meri baat toh bol..........male rights are human rights ab male rights ki baat ho rahi hai desh me tuzy dikhai nahi deta toh me kya karu ......men's commission is the need of hour.......or ho k rahega ye bhut log bhut sangathan kaam kar rahy iss disha me shayad tuzy pata hi nahi hai,Neutral,None
6386,2021 mai bhi karo dekhte h kitna change hua h😅,Neutral,None
1423,Kon stupid dislike kiya h vo jarur ldki se jalte hoge yaa fir is sir se ya fir unki mentality hi cheap h,Neutral,None
3063,haa muskil hai but ise aasan bhi hum log hi bana skte hai,Neutral,None
9104,Eske liye koi bada action lena chahiye Delhi police ko or jald se jald esme sudhar Lana chahiye,Optimistic,Suggestion
8812,Isliye hum log delhi kachara mumbai felne nhi dege yaha ladki se pucho ki wo raatko 2baje kaam se safe ghar pe jaati hey q ki yaha log aurato ki izzat jaada karte delhi mukable.,Optimistic,Appreciation
4773,Laga nahi tha ki 4 saal baad bhi same situations hi hogi...,Neutral,None
6621,Bhai thappad kyun nhi mara jbb aap ki gaadi tk koi aa gya nd even darwaza kholne laga,Neutral,None
12503,haaa qki yaha gunda raaj chalta h Nitish kumar aur yadav jaat k log yaha gunda gardi krte h,Neutral,None
11564,aap logo ne dekha kya?aise darindonko himmath he tho hamara south India me aakar dekthe..patha chaltha kya hotha he yaha!,Neutral,None
5608,Godi media ise dikhata hi nahi,Pessimistic,Criticism
9629,Aap logo ko police department ke 2/3 bandhe Ko le Jana chye tha,Optimistic,Suggestion
6100,Bad se baddar hm hi h bnane wale . Na koi party ye hum h . Hum khud zimmedar h iske or hansi aati h mje dongress kr is godi party me ye bs tweet krte h ek doosre ki tang kheechne ka mauka dekhte h bs or is se jada hasni mje hm pe aati h jo inhe vote krte h. Kitne laws bnaye h inhonne women k liye kuch nhi kr paye ye log barbaad h ye dono party inhe bs power me aana h bs or kuch nhi .,Neutral,None
5944,Yeh RSS ke SANGHI RAPIST....saale mandiron mein Rape krte hain haraamzaade...!!,Pessimistic,Offensive
1669,You are right aapne apni baato ko bahut hi suddhta k sath rkha h... Proud of uhh... Accha lgta h tlye dekh kar ki hamare aas paas aise log exist krte h... 1st time kisi male ko ladkiyo k bare me perfect vichar rkhte dekha h maine.... You are best.... Lots of love and respect to uhh sir... ❤❤❤,Optimistic,Appreciation
11406,आप दूसरी कंट्री को क्यू देख रहे हो आप इंडिया को ही देख लो कहने को तो इंडिया में भी लड़कियों को लेकर काफी नियम लागू है लेकिन क्या फर्क पड़ता है तब पर भी लड़किया सुरक्षित नहीं हैं वो अकेली घर से बाहर नहीं जा सकती रात को बाहर नहीं जा सकती और अगर जाती है कुछ गलत होता है तो सारी गलती लड़की की है नकी गलत करने वालो की .....….. हमे ऐसी शहरो से कुछ सीखना चाहिए जो लड़कियों की सेफ्टी को लेकर स्ट्रिक्ट है..... मैं ये नही कहती की सिर्फ लड़कियो के साथ ही गलत होता है ऐसे लड़के भी है जिनके साथ गलत होता है तो इंडिया की सरकार को इसके लिए कुछ स्ट्रिक्ट नियम बनने चाहिए,Neutral,None
6985,Not all boys are rapist that's why I hate girls because they think every men is same and yes let me tell you .Kabhi uske bare mai bhi soch liya karo jab ek sharif ladke pe jhuta molestation case lagata hai tab Tum ladkiya kaha mar jati ho support Karne ke liye boy ko tabhi tum ladkiya yahi Sochti ho the boy had done something wrong with girl Zomato delivery boy case Yaad hai tho uske baad Kaha na boys have to stay in limits . Kabhi apni limits KO BHI Yaad Karo 🙏🙏,Pessimistic,Criticism
5908,Bhai aap bus lage raho sahi jareh ho,Neutral,None
10636,Har mard galat nahi hota hai ye baat to maine bhi samaj li hai aaj achchi tarhna se thnk you bhai ji nice post 👌🏻👌🏻👍👍❤😊😊,Neutral,None
8215,Din m hi surakshit nahi raat m kya hoge,Neutral,None
6594,बही साहब अकेली लड़की रोड में टहलती नही है ऑटो पकड़ कर घर जाती है या किसी से हेल्प मांगती है जबरन का न्यूज़ मत बनाओ स्क्रिप्टेड है लगता है ये तो media shame on,Neutral,None
9955,aakhir adhi raat me koi ladki ko bahar kyu nikal na hai???😠 haan agar ye sab baardaat 8 baje hota toh alag baat h... raat ko 1 baje koi achhi ladki kyu niklegi aur ghumegi vai?... logo ki gandi manasikta kavi nhi badlega...,Neutral,None
8978,Did anyone notice ki ye place pe prostitution k liye famous hai..... india tv ne ye location jaan bujh k chose kiya...... yaha roz raat me prostitutes khari rehti hai....... kitna bewako*f bana raha India TV logo ko......,Pessimistic,Offensive
11030,Abhi recently Maharashtra train me aisihi ghatana ghati but it's not on any news,Neutral,None
9785,Jo sach me galat hai unko kuch fark nahi padta Lekin jo log sahi hai unka manobal bhi is reporting se girega ...kuch aachha bhi dikhayiye Sab kuch galat nahi ho Sakta kuch achhe log bhi hote hai samaj me,Pessimistic,Criticism
3767,Correct lines jisko pyar hoga ise chere se hoga,Neutral,None
11664,Modernity ke naam par har vikruti ko sahi bataaya jaata hai .,Neutral,None
4337,Maim aap sach me bhot khubsurat hai aapke soch vichar vakai tarif ke kabil hai i love you maim.,Neutral,None
868,I agree with you but swami pati yah shadi raja rani yeh sab narrow minded se nahi hoti hai agar ladka raja hai toh ladkiya rani bhi hain toh dono ko ek darza bhi milta hai so aisi baat nahi hai,Optimistic,None
9940,Mumbai police ko bhejo fir dekho,Neutral,None
10437,Yrrr safe to ldke bhi nhi h Rape to ladko ka bhi hota h Sexual harrasment bhi hota h Or Delhi me to bisexuals ke karan boys ka harrasment bhi common h pr kanoon sirf girls ke liye hi kyo,Pessimistic,Criticism
10755,mein toh ek koi ko didi bola tha toh badle mein mujhe beta kehdi ......,Neutral,None
7239,Akeli ladki😂 abe ladki ladke me koi antar nahi... feninism !,Neutral,None
9298,Police ko disturb mat Karo police rest Kar rahi hai haram ka paisa chaheye,Pessimistic,Criticism
3618,Criminal k face py bhi acid dalna chahiey... ankh k badly ankh aur jan k badly jaan.. ye asool hona chahiey.. jb Criminal ko saza mily gi baqion k liey bhi aik moral lesson hoga phr,Optimistic,None
